CODE_STATION,temp_moy_annuelle,cumul_pluv_annuel,precip_hiver,precip_ete,temp_min_hiver,temp_max_hiver,temp_min_ete,temp_max_ete,frequence_mois_secs,frequence_mois_tres_secs,X,Y
7,15.165368428544943,755.4,167.85,149.63000000000002,4.117688966576619,12.292742332750674,16.317559139784944,29.623193548387096,0.375,0.25833333333333336,680141,6244327
11,15.065757658421173,984.7,267.56,139.3,4.9215179564595575,12.001356930981512,17.27136559139785,28.085799283154124,0.325,0.20833333333333334,697003,6265742
13,15.040480916847642,684.99,186.5,86.71000000000001,4.073594602468351,12.391353090735738,16.6961146953405,29.038666666666664,0.45,0.35,711939,6248801
30,9.93380986810742,1224.83,323.96999999999997,162.87,-0.6615297420414217,7.298954923459929,11.138014336917562,23.87232616487455,0.13333333333333333,0.08333333333333333,725769,6306943
31,9.93380986810742,1224.83,323.96999999999997,162.87,-0.6615297420414217,7.298954923459929,11.138014336917562,23.87232616487455,0.13333333333333333,0.08333333333333333,725262,6307566
32,15.10327452018998,835.9,214.92,139.2,4.33602322686583,12.6514130780232,16.518100358422938,28.66699283154122,0.43333333333333335,0.3,707968,6256009
39,11.951276742677049,1613.8,497.53999999999996,200.74,2.5033586259865457,9.003382197150273,13.780473118279568,24.403222222222222,0.058333333333333334,0.03333333333333333,675208,6266493
49,14.983490925764077,784.28,207.41,126.00999999999999,3.016644022458817,12.804315641718311,16.089430107526884,29.780831541218635,0.36666666666666664,0.25833333333333336,744879,6284988
54,15.097625737150626,692.24,180.23,93.59,4.369332856613168,12.581397054928756,16.65662007168459,28.314863799283152,0.4583333333333333,0.325,713413,6241650
55,14.499285821327046,683.49,157.44,115.29,4.315618411992161,11.436438767943217,16.552491039426524,27.51236917562724,0.3416666666666667,0.24166666666666667,670432,6246243
56,14.499285821327046,683.49,157.44,115.29,4.315618411992161,11.436438767943217,16.552491039426524,27.51236917562724,0.3416666666666667,0.24166666666666667,669319,6247722
57,13.521425704486466,1203.8,369.14,153.07,2.849432967847873,10.232252237936331,15.011086021505376,27.846043010752688,0.225,0.15833333333333333,725825,6293426
60,14.982094924695868,645.33,158.85999999999999,69.91,4.366881985274643,12.264701785052175,17.543670250896056,26.962071684587816,0.5,0.375,745746,6247660
63,15.26329768746579,627.23,152.94,92.26,3.774399862280841,12.534802425975952,17.90874910394265,28.350354838709677,0.4083333333333333,0.31666666666666665,777942,6275726
65,14.165178841790702,942.2700000000001,270.56,121.85999999999999,1.7816015149107474,12.270617749880818,15.534290322580643,28.964999999999996,0.35833333333333334,0.21666666666666667,755544,6282108
67,15.455571863357875,759.56,193.67000000000002,107.69000000000001,4.263386434662853,12.77581929657291,17.93368458781362,28.657967741935483,0.375,0.25,769244,6280182
71,13.952548765603757,1197.72,289.45,144.3,1.745865909211293,11.545165792679695,14.779100358422939,29.785967741935483,0.275,0.18333333333333332,760133,6316793
72,14.762886935611387,724.11,188.1,120.32000000000001,3.97762593357699,12.124482454539926,16.236340501792114,28.514293906810035,0.4166666666666667,0.25833333333333336,711893,6263998
84,14.722470163055954,764.6600000000001,205.32,128.72,3.1990090841675936,12.43701745325494,15.596888888888888,29.37313978494624,0.4,0.275,742043,6275773
87,14.359471284120804,900.35,249.51999999999998,118.0,1.5850800307219661,12.565030744036584,15.205308243727597,29.977229390681,0.3,0.21666666666666667,769044,6291404
94,14.983490925764077,784.28,207.41,126.00999999999999,3.016644022458817,12.804315641718311,16.089430107526884,29.780831541218635,0.36666666666666664,0.25833333333333336,740965,6285147
98,14.176518320620795,770.24,184.48,110.92,1.9945855183007573,11.813582552041952,15.371498207885304,29.444842293906806,0.35833333333333334,0.25833333333333336,779435,6293384
99,15.305355525098435,730.8,194.01,118.80999999999999,4.278443243815881,12.740139308226071,16.913731182795697,29.039652329749103,0.44166666666666665,0.30833333333333335,714264,6262954
104,13.32077657825273,1166.73,308.88,134.51000000000002,1.1628282748026908,11.440950659462894,14.24125806451613,28.081781362007167,0.26666666666666666,0.175,758720,6298102
114,15.39590025623709,633.52,158.09,81.89,6.019089861751152,11.534402510726203,18.997709677419355,26.530494623655912,0.475,0.4083333333333333,755907,6255534
116,14.394118127774735,1006.0666666666667,308.46666666666664,125.63333333333334,4.348061926538011,10.840625827639176,16.763452807646356,27.5915770609319,0.3055555555555556,0.21296296296296297,728015,6289836
121,14.327979341464061,958.5,244.75,120.92,1.5325978547592563,12.33408275508943,15.314154121863798,29.899240143369177,0.31666666666666665,0.2,767999,6299147
123,14.64974925512474,802.0699999999999,181.18,125.57000000000001,2.9503542295672442,11.735983897452195,16.28562724014337,29.16426523297491,0.3416666666666667,0.21666666666666667,788384,6291971
126,14.825101541395203,624.6899999999999,144.19,94.97999999999999,3.7789422109221884,12.120235711637267,17.620179211469534,27.19705017921147,0.43333333333333335,0.31666666666666665,770180,6270540
127,14.564873671363241,792.26,204.52,119.12,4.157943879442767,11.77727488214418,16.5464623655914,27.95548387096774,0.36666666666666664,0.2916666666666667,690341,6251687
129,15.156536459160971,601.71,149.07999999999998,83.96000000000001,4.5766233645849885,11.825732824831823,18.570888888888888,26.736132616487453,0.4583333333333333,0.31666666666666665,787453,6273617
130,14.176518320620795,770.24,184.48,110.92,1.9945855183007573,11.813582552041952,15.371498207885304,29.444842293906806,0.35833333333333334,0.25833333333333336,780051,6292699
136,14.770109176642478,719.0,185.84999999999997,101.78,3.6268039885587156,12.558495947878594,16.007032258064516,28.343569892473116,0.4583333333333333,0.30833333333333335,732658,6260153
151,14.770675484886207,716.9399999999999,186.23,101.9,3.6268039885587156,12.558495947878594,16.001802867383514,28.347236559139784,0.4583333333333333,0.3,732426,6259922
154,13.582043041651218,724.15,160.51,122.09,1.6851517559192752,11.048188993061073,14.8718458781362,28.314182795698922,0.35833333333333334,0.23333333333333334,797502,6271506
163,13.053476171716369,1704.3799999999999,496.39,197.04000000000002,3.0474376291117116,9.772239128131787,15.15031899641577,26.504627240143368,0.18333333333333332,0.125,750103,6324754
169,13.505504986801913,1362.91,339.93,167.14000000000001,1.4431699242544627,10.89002767625404,14.037491039426524,29.25937992831541,0.225,0.14166666666666666,757455,6319996
172,14.688945456371277,687.83,143.76000000000002,113.72999999999999,2.920251469887176,11.406362360294507,16.74658422939068,29.474229390681003,0.4083333333333333,0.325,802060,6290747
174,13.37873999660116,1596.82,488.6,179.53,2.1706840934371523,10.663554875787913,14.210437275985663,28.64336559139785,0.2,0.13333333333333333,748075,6321274
175,14.590696248697848,774.9300000000001,184.85,120.9,2.1343013401133533,12.495336749827851,15.590329749103942,29.81143727598566,0.35,0.225,787656,6300160
176,14.589351660575241,634.6,149.35,97.2,3.9497224429260025,11.420682239525398,17.44418279569892,26.885526881720427,0.43333333333333335,0.3333333333333333,791779,6271845
177,15.202986982891042,615.9100000000001,143.94,87.09,4.612698898246729,11.346842126171937,19.016559139784945,26.76609318996416,0.44166666666666665,0.35,797170,6291189
203,15.412612940745447,682.73,174.13,109.08,4.451848747285343,12.847599581545632,16.734125448028674,29.315154121863795,0.45,0.3333333333333333,692829,6245449
214,11.430677946836873,1621.1200000000001,497.66,206.66,2.5785924837120606,8.001150087398697,14.120179211469532,22.972777777777775,0.03333333333333333,0.025,659019,6256303
217,13.597842837941627,812.0899999999999,208.1,130.57999999999998,4.177173049419991,9.988268578844218,16.226254480286737,25.8326917562724,0.21666666666666667,0.14166666666666666,657887,6248492
224,15.196813581448524,730.7900000000001,187.17000000000002,114.9,5.131735526246093,11.650432623549976,17.889390681003583,27.711953405017923,0.38333333333333336,0.23333333333333334,678224,6227583
