CODE_STATION,ANNEE,MOIS,TEMP_MAX_MOY,TEMP_MIN_MOY,CUMUL_PRECIP,TEMP_MAX_MAX,TEMP_MIN_MIN
3,1990,1,13.67741935483870967741935483870967741935,-0.5967741935483870967741935483870967741935,,19.5,-7
3,1990,2,15.13928571428571428571428571428571428571,5.21071428571428571428571428571428571429,,21,-1.5
3,1990,3,17.96129032258064516129032258064516129032,3.08064516129032258064516129032258064516,,29,-6.5
3,1990,4,16.87,5.16,,27,-1.5
3,1990,5,24.18709677419354838709677419354838709677,10.02258064516129032258064516129032258065,,30,5.2
3,1990,6,25.13,12.21666666666666666666666666666666666667,,32.5,5.5
3,1990,7,30.22580645161290322580645161290322580645,14.67741935483870967741935483870967741935,,35.2,8
3,1990,8,29.6516129032258064516129032258064516129,14.19354838709677419354838709677419354839,,36.5,8.5
3,1990,9,25.18,10.36666666666666666666666666666666666667,,30,5
3,1990,10,20.41290322580645161290322580645161290323,10.11290322580645161290322580645161290323,,27.5,3
3,1990,11,13.75,4.71666666666666666666666666666666666667,,20.5,-2
3,1990,12,9.25806451612903225806451612903225806452,-1.24193548387096774193548387096774193548,,14.5,-9.5
3,1991,1,11.23225806451612903225806451612903225806,-0.5322580645161290322580645161290322580645,,17.5,-7.5
3,1991,2,10.42857142857142857142857142857142857143,-1.33928571428571428571428571428571428571,,19,-6.5
3,1991,3,15.45806451612903225806451612903225806452,5.75806451612903225806451612903225806452,,23.5,-1.5
3,1991,4,17.32,3.78333333333333333333333333333333333333,,25.5,-2.5
3,1991,5,20.39354838709677419354838709677419354839,8.58064516129032258064516129032258064516,,31,5
3,1991,6,24.64666666666666666666666666666666666667,11.86666666666666666666666666666666666667,,35,7
3,1991,7,30,15.25806451612903225806451612903225806452,,36,6
3,1991,8,31.14193548387096774193548387096774193548,15.99354838709677419354838709677419354839,,37,13
3,1991,9,26.65666666666666666666666666666666666667,13.6,63,32,8
3,1991,10,17.67741935483870967741935483870967741935,7.46774193548387096774193548387096774194,127.3,25.5,-3
3,1991,11,12.8,5.04,25.9,19.5,-4.5
3,1991,12,11.05483870967741935483870967741935483871,0.9516129032258064516129032258064516129032,37.5,15.5,-8.5
3,1992,1,10.32258064516129032258064516129032258065,-0.5193548387096774193548387096774193548387,66.6,18,-6.5
3,1992,2,12.82068965517241379310344827586206896552,0.4896551724137931034482758620689655172414,51.5,19.5,-8.5
3,1992,3,14.75806451612903225806451612903225806452,5.56451612903225806451612903225806451613,28.8,23.5,-0.5
3,1992,4,18.15,6.06666666666666666666666666666666666667,21.3,26,0.5
3,1992,5,22.80645161290322580645161290322580645161,10.11290322580645161290322580645161290323,295.1,32.5,4.5
3,1992,6,22.53333333333333333333333333333333333333,12.36,123.7,28.5,5.5
3,1992,7,28.39354838709677419354838709677419354839,14.61290322580645161290322580645161290323,54.3,35,11
