CODE_STATION,ANNEE,MOIS,TEMP_MAX_MOY,TEMP_MIN_MOY,CUMUL_PRECIP,TEMP_MAX_MAX,TEMP_MIN_MIN
3,2010,1,7.77419354838709677419354838709677419355,0.564516129032258064516129032258064516129,147.4,14.7,-7.2
3,2010,2,10.00357142857142857142857142857142857143,0.8785714285714285714285714285714285714286,228.1,16.6,-7.9
3,2010,3,13.09032258064516129032258064516129032258,3.46774193548387096774193548387096774194,93.2,20,-5.2
3,2010,4,20.36,5.71333333333333333333333333333333333333,6.8,26.9,-0.4
3,2010,5,20.75483870967741935483870967741935483871,9.89032258064516129032258064516129032258,106.4,29.1,3.9
3,2010,6,25.55,13.29666666666666666666666666666666666667,54.6,32.9,7.9
3,2010,7,31.15806451612903225806451612903225806452,16.96774193548387096774193548387096774194,8,35.4,11.1
3,2010,8,30.12580645161290322580645161290322580645,15.02903225806451612903225806451612903226,15.2,37.4,8.5
3,2010,9,25.11333333333333333333333333333333333333,10.46,42,33.1,2.8
3,2010,10,18.17741935483870967741935483870967741935,9.06129032258064516129032258064516129032,148,24.7,-0.8
3,2010,11,13.45333333333333333333333333333333333333,5.52666666666666666666666666666666666667,54.4,21.8,-6.9
3,2010,12,9.5516129032258064516129032258064516129,1.4483870967741935483870967741935483871,114.2,19.1,-8.2
3,2011,1,10.14516129032258064516129032258064516129,1.54516129032258064516129032258064516129,52.4,17.3,-7.2
3,2011,2,13.00714285714285714285714285714285714286,3.21071428571428571428571428571428571429,45.2,20.6,-4.2
3,2011,3,14.86451612903225806451612903225806451613,4.56774193548387096774193548387096774194,319.6,19.3,-2.7
3,2011,4,21.76666666666666666666666666666666666667,7.50333333333333333333333333333333333333,37.8,31.1,1.1
3,2011,5,24.8,9.22903225806451612903225806451612903226,20.6,32.7,4
3,2011,6,25.72333333333333333333333333333333333333,13.16,66.4,36.1,8.6
3,2011,7,27.40967741935483870967741935483870967742,13.44193548387096774193548387096774193548,39.5,34,8
3,2011,8,30.67419354838709677419354838709677419355,14.3,113.2,36.6,7.3
3,2011,9,27.71666666666666666666666666666666666667,13.49333333333333333333333333333333333333,17.6,32.3,6.4
3,2011,10,21.89032258064516129032258064516129032258,9.14193548387096774193548387096774193548,250.6,32.1,0.3
3,2011,11,15.88,9.16333333333333333333333333333333333333,339.4,19.2,0.6
3,2011,12,13.38709677419354838709677419354838709677,4.56129032258064516129032258064516129032,14.2,17.3,-4.7
3,2012,1,12.08709677419354838709677419354838709677,3.39032258064516129032258064516129032258,7,17.5,-6.2
3,2012,2,9.13793103448275862068965517241379310345,-1.31724137931034482758620689655172413793,1.6,22.1,-8.5
3,2012,3,18.68387096774193548387096774193548387097,4.13225806451612903225806451612903225806,56,27.8,-4
3,2012,4,16.70666666666666666666666666666666666667,7.45333333333333333333333333333333333333,93.4,26.5,0.6
3,2012,5,23.31290322580645161290322580645161290323,10.12258064516129032258064516129032258065,78.6,30.9,1.8
3,2012,6,27.48333333333333333333333333333333333333,14.10666666666666666666666666666666666667,28.8,35.6,8.5
3,2012,7,29.09354838709677419354838709677419354839,14.69354838709677419354838709677419354839,38.2,37,9.6
3,2012,8,31.90645161290322580645161290322580645161,15.48709677419354838709677419354838709677,57,37.7,7.8
3,2012,9,24.45333333333333333333333333333333333333,13.45333333333333333333333333333333333333,79,31.1,5
3,2012,10,20.12903225806451612903225806451612903226,10.13225806451612903225806451612903225806,164.8,28.3,-3.1
3,2012,11,14.88,6.53,95.6,19.4,0.1
3,2012,12,11.18387096774193548387096774193548387097,3.2,59.2,16.6,-8
3,2013,1,11.19677419354838709677419354838709677419,0.9258064516129032258064516129032258064516,75,20,-6.4
3,2013,2,9.77142857142857142857142857142857142857,1.13928571428571428571428571428571428571,24.2,17.9,-6.1
3,2013,3,13.48709677419354838709677419354838709677,4.37741935483870967741935483870967741935,252,19.2,-4.8
3,2013,4,18.04333333333333333333333333333333333333,5.15333333333333333333333333333333333333,107.8,27.6,1.2
3,2013,5,19.43225806451612903225806451612903225806,7.17096774193548387096774193548387096774,105.6,25.3,1
3,2013,6,24.73333333333333333333333333333333333333,11.19666666666666666666666666666666666667,65.2,30.1,3.9
3,2013,7,31.63548387096774193548387096774193548387,15.41612903225806451612903225806451612903,31.2,35.2,10
3,2013,8,29.49354838709677419354838709677419354839,14.38064516129032258064516129032258064516,31.6,34.3,9.2
3,2013,9,25.32,12.56333333333333333333333333333333333333,58.8,33.2,7.2
3,2013,10,21.01935483870967741935483870967741935484,11.17741935483870967741935483870967741935,156.2,29,0
3,2013,11,12.97333333333333333333333333333333333333,6.07666666666666666666666666666666666667,62.4,22.2,-6.8
3,2013,12,12.15806451612903225806451612903225806452,2.26129032258064516129032258064516129032,15.8,17.5,-6.7
3,2014,1,11.59354838709677419354838709677419354839,5.48064516129032258064516129032258064516,60.8,16.5,-3.3
3,2014,2,12.95714285714285714285714285714285714286,4.425,47.8,17.5,-2.9
3,2014,3,17.06774193548387096774193548387096774194,4.19032258064516129032258064516129032258,20.4,27.5,-2.4
3,2014,4,20.42666666666666666666666666666666666667,6.85333333333333333333333333333333333333,65.8,25.9,-1.4
3,2014,5,21.46451612903225806451612903225806451613,9.00322580645161290322580645161290322581,78,27.5,1.5
3,2014,6,28.39333333333333333333333333333333333333,11.49666666666666666666666666666666666667,44.3,34.7,5
3,2014,7,27.28064516129032258064516129032258064516,14.59032258064516129032258064516129032258,53.5,34.3,8.4
3,2014,8,27.39354838709677419354838709677419354839,12.85806451612903225806451612903225806452,122.7,33,7
3,2014,9,26.08333333333333333333333333333333333333,11.52666666666666666666666666666666666667,378.4,31.7,4.8
3,2014,10,23.06774193548387096774193548387096774194,11.12258064516129032258064516129032258065,140.5,27.1,3.9
3,2014,11,16.15333333333333333333333333333333333333,7.55,435.6,20.6,-2
3,2014,12,11.26451612903225806451612903225806451613,3.91612903225806451612903225806451612903,27.2,17,-5
3,2015,1,11.60322580645161290322580645161290322581,1.33870967741935483870967741935483870968,17.5,19.1,-6.3
3,2015,2,10.65,0.5821428571428571428571428571428571428571,22,16.5,-5
3,2015,3,15.99032258064516129032258064516129032258,4.7483870967741935483870967741935483871,62.1,23.5,-3.5
3,2015,4,19.51333333333333333333333333333333333333,5.51666666666666666666666666666666666667,111.4,28,-3.5
3,2015,5,24.21290322580645161290322580645161290323,9.58709677419354838709677419354838709677,9.7,30.5,3.4
3,2015,6,29.38333333333333333333333333333333333333,12.82333333333333333333333333333333333333,109.2,36.3,7.8
3,2015,7,32.33225806451612903225806451612903225806,16.07419354838709677419354838709677419355,12.7,38.2,8.2
3,2015,8,28.81290322580645161290322580645161290323,13.88709677419354838709677419354838709677,164,36.2,8.9
3,2015,9,23.43,9.75,110,28.1,4.8
3,2015,10,19.22903225806451612903225806451612903226,6.93870967741935483870967741935483870968,94.9,25.7,-2
3,2015,11,17.26,6.20333333333333333333333333333333333333,88.8,24.5,-3
3,2015,12,13.98064516129032258064516129032258064516,5.30645161290322580645161290322580645161,43.2,18.7,-5
3,2016,1,12.12580645161290322580645161290322580645,3.53548387096774193548387096774193548387,36.6,17.5,-3.8
3,2016,2,13.31379310344827586206896551724137931034,3.58620689655172413793103448275862068966,109.2,22,-4.5
3,2016,3,14.27419354838709677419354838709677419355,3.44516129032258064516129032258064516129,43.5,20.5,-1.6
3,2016,4,17.68666666666666666666666666666666666667,6.47,95.1,24,-1
3,2016,5,20.86774193548387096774193548387096774194,8.33548387096774193548387096774193548387,163.6,26.5,0.3
3,2016,6,26.66666666666666666666666666666666666667,12.81333333333333333333333333333333333333,20.2,34.5,8.4
3,2016,7,30.4516129032258064516129032258064516129,14.72580645161290322580645161290322580645,11.8,36.2,8
3,2016,8,31.0483870967741935483870967741935483871,12.92580645161290322580645161290322580645,3.7,36.5,6.8
3,2016,9,28.29333333333333333333333333333333333333,11.77,16.9,37.2,4.1
3,2016,10,20.33548387096774193548387096774193548387,7.37419354838709677419354838709677419355,495.1,26.6,-0.8
3,2016,11,14.86666666666666666666666666666666666667,6.15333333333333333333333333333333333333,145.5,21.6,-0.2
3,2016,12,12.83870967741935483870967741935483870968,2.23548387096774193548387096774193548387,81.6,16.2,-6.5
3,2017,1,9.74516129032258064516129032258064516129,-0.5516129032258064516129032258064516129032,120.3,15.8,-10
3,2017,2,14.19642857142857142857142857142857142857,4.84285714285714285714285714285714285714,173.1,21,-3.6
3,2017,3,18.19032258064516129032258064516129032258,5.29354838709677419354838709677419354839,108.9,24.6,0
3,2017,4,20.08666666666666666666666666666666666667,4.38,38.6,27,-3.1
3,2017,5,23.71612903225806451612903225806451612903,8.10967741935483870967741935483870967742,25.8,32.9,2
3,2017,6,30.02333333333333333333333333333333333333,14.53333333333333333333333333333333333333,34.1,36.2,5.7
3,2017,7,29.65806451612903225806451612903225806452,15.50322580645161290322580645161290322581,11.9,35.5,11.1
3,2017,8,31.14193548387096774193548387096774193548,16.09354838709677419354838709677419354839,6.3,38.7,11.5
3,2017,9,24.42333333333333333333333333333333333333,9.50666666666666666666666666666666666667,12.1,33.3,2.2
3,2017,10,22.03548387096774193548387096774193548387,9.61612903225806451612903225806451612903,122.4,28.5,-2.1
3,2017,11,14.47,3.81,56.6,19.9,-4.6
3,2017,12,10.16774193548387096774193548387096774194,0.5451612903225806451612903225806451612903,32.3,16.8,-7
3,2018,1,13.07096774193548387096774193548387096774,4.9516129032258064516129032258064516129,134.6,19.3,-3.4
3,2018,2,9.31785714285714285714285714285714285714,0.0392857142857142857142857142857142857143,137.8,19,-10
3,2018,3,13.93548387096774193548387096774193548387,3.98709677419354838709677419354838709677,236,19.8,-2.5
3,2018,4,19.25333333333333333333333333333333333333,5.97666666666666666666666666666666666667,288.7,26.8,0.3
